id,sourceDocumentId,topicId,type,questionText,options,correctAnswer,explanation,difficulty,createdAt,lastUsed,useCount
"655","1","13","definition","Was ist eine betriebliche Übung?","[{""id"":""a"",""text"":""Eine einmalige Leistung des Arbeitgebers."",""correct"":false},{""id"":""d"",""text"":""Eine Empfehlung der Gewerkschaft."",""correct"":false},{""id"":""c"",""text"":""Eine gesetzliche Regelung."",""correct"":false},{""id"":""b"",""text"":""Regelmäßig wiederholtes Verhalten des Arbeitgebers, aus dem Arbeitnehmer schließen dürfen, dass dies auch zukünftig gewährt wird."",""correct"":true}]","","Eine betriebliche Übung ist ein regelmäßig wiederholtes Verhalten des Arbeitgebers, das den Arbeitnehmern vertragliche Ansprüche suggeriert.","basic","2025-08-22T07:12:03.349Z","2025-08-22T07:14:55.310Z","1"
"656","1","13","case","Ein Arbeitnehmer ist über 6 Monate krank und erhält lediglich Krankengeld. Wie lange hat er Anspruch auf Entgeltfortzahlung?","[{""id"":""c"",""text"":""3 Monate"",""correct"":false},{""id"":""d"",""text"":""Keine Entgeltfortzahlung"",""correct"":false},{""id"":""a"",""text"":""6 Wochen"",""correct"":true},{""id"":""b"",""text"":""72 Wochen"",""correct"":false}]","","Ein Arbeitnehmer hat Anspruch auf Entgeltfortzahlung von 6 Wochen, danach erhält er Krankengeld von der Krankenkasse.","basic","2025-08-22T07:12:03.350Z","2025-08-22T07:17:32.187Z","1"
"657","1","13","assignment","Zu welchem Thema gehört folgender Begriff: Elternzeit","[{""id"":""a"",""text"":""Schutz für besondere Arbeitnehmergruppen"",""correct"":true},{""id"":""d"",""text"":""Kündigungsschutz"",""correct"":false},{""id"":""c"",""text"":""Betriebsvereinbarung"",""correct"":false},{""id"":""b"",""text"":""Allgemeines Gleichbehandlungsgesetz"",""correct"":false}]","","Elternzeit gehört zu den Schutzbestimmungen für besondere Arbeitnehmergruppen, um Eltern eine Auszeit zur Betreuung von Kindern zu ermöglichen.","basic","2025-08-22T07:12:03.350Z","2025-08-22T07:14:12.376Z","1"
"658","1","13","definition","Was sind die Hauptpflichten des Arbeitgebers?","[{""id"":""a"",""text"":""Lohnzahlungspflicht und Beschäftigungspflicht."",""correct"":true},{""id"":""b"",""text"":""Unterstützung bei der Jobsuche."",""correct"":false},{""id"":""c"",""text"":""Urlaubsanspruch unter gewerkschaftlicher Betreuung."",""correct"":false},{""id"":""d"",""text"":""Regelmäßige Beförderungen und Boni."",""correct"":false}]","","Die Hauptpflichten des Arbeitgebers sind die Zahlung des Lohnes und die Verpflichtung, den Arbeitnehmer zu beschäftigen.","basic","2025-08-22T07:12:03.351Z","2025-08-22T07:17:51.535Z","1"
"659","1","13","case","Wenn ein Mitarbeiter drei Jahre lang regelmäßig Überstunden macht, ohne dass dies im Arbeitsvertrag geregelt ist. Kann er diese Überstunden als Anspruch geltend machen?","[{""id"":""c"",""text"":""Es kommt auf die Genehmigung des Vorgesetzten an."",""correct"":false},{""id"":""d"",""text"":""Er kann nur einen Teil der Überstunden fordern."",""correct"":false},{""id"":""a"",""text"":""Ja, weil er eine betriebliche Übung begründet hat."",""correct"":true},{""id"":""b"",""text"":""Nein, Überstunden müssen vertraglich festgelegt sein."",""correct"":false}]","","Der Mitarbeiter kann aufgrund der regelmäßig geleisteten Überstunden, die als betriebliche Übung gelten, diese als Anspruch geltend machen.","basic","2025-08-22T07:12:03.351Z","2025-08-22T08:04:23.446Z","3"
"660","1","13","assignment","Zu welchem Thema gehört folgender Begriff: Kündigungsschutzgesetz (KSchG)","[{""id"":""d"",""text"":""Arbeitszeitregelungen"",""correct"":false},{""id"":""a"",""text"":""Rechtliche Rahmenbedingungen bei Kündigungen"",""correct"":true},{""id"":""b"",""text"":""Tarifrecht"",""correct"":false},{""id"":""c"",""text"":""Sozialversicherungsrecht"",""correct"":false}]","","Das Kündigungsschutzgesetz (KSchG) regelt die rechtlichen Rahmenbedingungen, unter denen Kündigungen im Arbeitsverhältnis zulässig sind.","basic","2025-08-22T07:12:03.351Z","2025-08-22T07:13:45.645Z","1"
"661","1","13","case","Ein Mitarbeiter findet sich nach Beendigung des Arbeitsverhältnisses mit einem negativen Arbeitszeugnis konfrontiert. Was sind seine Rechte?","[{""id"":""a"",""text"":""Er kann die Korrektur der Beurteilung verlangen."",""correct"":true},{""id"":""b"",""text"":""Er hat kein Recht auf ein Zeugnis."",""correct"":false},{""id"":""c"",""text"":""Er kann sein Zeugnis ignorieren."",""correct"":false},{""id"":""d"",""text"":""Er ist verpflichtet, das Zeugnis zu akzeptieren."",""correct"":false}]","","Der Mitarbeiter hat das Recht, die Korrektur des Arbeitszeugnisses zu verlangen, wenn die Bewertung unrechtmäßig ist.","basic","2025-08-22T07:12:03.352Z","2025-08-22T07:18:38.298Z","1"
"662","1","13","definition","Was ist das Allgemeine Gleichbehandlungsgesetz (AGG)?","[{""id"":""b"",""text"":""Ein Tarifvertragsgesetz."",""correct"":false},{""id"":""d"",""text"":""Ein Gesetz über Kündigungsschutz."",""correct"":false},{""id"":""c"",""text"":""Ein Gesetz über Arbeitszeitregelungen."",""correct"":false},{""id"":""a"",""text"":""Ein Gesetz zur Bekämpfung von Diskriminierung."",""correct"":true}]","","Das Allgemeine Gleichbehandlungsgesetz (AGG) schützt vor Diskriminierung aufgrund bestimmter Merkmale wie Geschlecht, Herkunft oder Behinderung.","basic","2025-08-22T07:12:03.352Z","2025-08-22T07:17:22.397Z","1"
"663","1","13","assignment","Zu welchem Thema gehört folgender Begriff: Abmahnung?","[{""id"":""b"",""text"":""Vertragsabschluss"",""correct"":false},{""id"":""c"",""text"":""Schutz von Schwerbehinderten"",""correct"":false},{""id"":""a"",""text"":""Pflichtverletzung des Arbeitnehmers"",""correct"":true},{""id"":""d"",""text"":""Entgeltfortzahlung im Krankheitsfall"",""correct"":false}]","","Die Abmahnung ist ein Dokument, das eine Pflichtverletzung des Arbeitnehmers rügt und die Möglichkeit zur Besserung bietet.","basic","2025-08-22T07:12:03.352Z","2025-08-22T08:40:45.224Z","5"
"664","1","13","case","Eine Unternehmerin möchte einen neuen Mitarbeiter einstellen, fragt jedoch nach seiner Gewerkschaftszugehörigkeit. Ist das zulässig?","[{""id"":""d"",""text"":""Nein, das kann den Bewerber diskriminieren."",""correct"":true},{""id"":""c"",""text"":""Ja, wenn es für die Stelle relevant ist."",""correct"":false},{""id"":""a"",""text"":""Ja, wenn der Bewerber zustimmt."",""correct"":false},{""id"":""b"",""text"":""Nein, das ist unzulässig laut AGG."",""correct"":true}]","","Fragen zur Gewerkschaftszugehörigkeit sind unzulässig, da sie diskriminierend sein können.","basic","2025-08-22T07:12:03.353Z","2025-08-22T08:33:05.395Z","4"
"665","1","13","definition","Was versteht man unter dem Begriff 'Rechtsquellen im Arbeitsrecht'?","[{""id"":""a"",""text"":""Gesetze, die die Arbeitsbedingungen der Arbeitnehmer regeln."",""correct"":true},{""id"":""b"",""text"":""Nur Tarifverträge."",""correct"":false},{""id"":""d"",""text"":""Vorschriften, die ausschließlich für Unternehmer gelten."",""correct"":false},{""id"":""c"",""text"":""Nur die Vorschriften des Betriebsverfassungsgesetzes."",""correct"":false}]","","Rechtsquellen im Arbeitsrecht sind alle gesetzlichen Bestimmungen, die die Arbeitsbedingungen und Rechte der Arbeitnehmer regeln.","basic","2025-08-22T07:12:03.353Z","2025-08-22T07:19:10.861Z","1"
"666","1","13","case","Ein männlicher Arbeitnehmer möchte in Elternzeit gehen. Welche Regelung gilt für ihn?","[{""id"":""d"",""text"":""Er erhält kein Elterngeld während der Elternzeit."",""correct"":false},{""id"":""b"",""text"":""Er hat Anspruch auf bis zu 30 Stunden Arbeitszeit pro Woche während der Elternzeit."",""correct"":true},{""id"":""c"",""text"":""Elternzeit ist nur für Frauen vorgesehen."",""correct"":false},{""id"":""a"",""text"":""Er muss seine Elternzeit innerhalb von 2 Monaten beantragen."",""correct"":false}]","","Ein männlicher Arbeitnehmer hat Anspruch auf bis zu 30 Stunden Arbeitszeit pro Woche während der Elternzeit.","basic","2025-08-22T07:12:03.353Z","2025-08-22T07:14:27.315Z","1"
"667","1","13","assignment","Zu welchem Thema gehört folgender Begriff: Werkvertrag","[{""id"":""a"",""text"":""Befristung"",""correct"":false},{""id"":""c"",""text"":""Betriebswohnrecht"",""correct"":false},{""id"":""d"",""text"":""Kündigungsschutz"",""correct"":false},{""id"":""b"",""text"":""Vertragsarten"",""correct"":true}]","","Ein Werkvertrag ist eine Vertragsart, bei der ein Erfolg zu einem bestimmten Zeitpunkt geschuldet wird.","basic","2025-08-22T07:12:03.353Z","2025-08-22T07:18:47.304Z","1"
"668","1","13","case","Ein Arbeitnehmer macht von seinem Recht auf Teilzeit Gebrauch. Was sind die Voraussetzungen?","[{""id"":""b"",""text"":""Der Betrieb muss mehr als 15 Mitarbeiter haben."",""correct"":true},{""id"":""a"",""text"":""Mindestens 5 Jahre Betriebszugehörigkeit."",""correct"":false},{""id"":""c"",""text"":""Die Zustimmung des Betriebsrats ist immer erforderlich."",""correct"":false},{""id"":""d"",""text"":""Der Arbeitgeber kann Teilzeitarbeit nach Belieben ablehnen."",""correct"":false}]","","Um Anspruch auf Teilzeitarbeit zu haben, muss der Betrieb mindestens 15 Mitarbeiter haben und der Arbeitnehmer muss mindestens 6 Monate dort beschäftigt sein.","basic","2025-08-22T07:12:03.354Z","2025-08-22T08:10:47.151Z","3"
"669","1","13","assignment","Zu welchem Thema gehört folgender Begriff: Abmahnung?","[{""id"":""c"",""text"":""Kündigungsgründe"",""correct"":false},{""id"":""b"",""text"":""Schutz von Minderjährigen"",""correct"":false},{""id"":""a"",""text"":""Pflichtverletzung im Arbeitsverhältnis"",""correct"":true},{""id"":""d"",""text"":""Tarifverträge"",""correct"":false}]","","Die Abmahnung dokumentiert eine Pflichtverletzung des Arbeitnehmers und ist Voraussetzung für eine mögliche Kündigung.","basic","2025-08-22T07:12:03.354Z","","0"
"670","1","13","definition","Was beschreibt das Arbeitszeitgesetz (ArbZG)?","[{""id"":""a"",""text"":""Regelt die Steuerabgaben von Arbeitskräften."",""correct"":false},{""id"":""d"",""text"":""Regelt die Kündigungsfristen."",""correct"":false},{""id"":""b"",""text"":""Regelt die Arbeitszeiten, Pausen und Ruhezeiten von Mitarbeitern."",""correct"":true},{""id"":""c"",""text"":""Setzt die Gehälter der Arbeitnehmer fest."",""correct"":false}]","","Das Arbeitszeitgesetz (ArbZG) regelt die maximalen Arbeitszeiten, Pausen sowie Ruhezeiten für Arbeitnehmer.","basic","2025-08-22T07:12:03.354Z","","0"
"671","1","13","case","Ein Arbeitnehmer hat 40 Stunden pro Woche gearbeitet und möchte die Überstunden geltend machen. Er hat für 4 Überstunden keinen Ausgleich erhalten. Was kann er tun?","[{""id"":""c"",""text"":""Er muss auf die Überstunden verzichten."",""correct"":false},{""id"":""d"",""text"":""Er kann nur 50% der Überstunden fordern."",""correct"":false},{""id"":""a"",""text"":""Er kann die Auszahlung der Überstunden verlangen."",""correct"":true},{""id"":""b"",""text"":""Er kann die Überstunden nicht verlangen."",""correct"":false}]","","Ein Arbeitnehmer kann die Auszahlung seiner Überstunden fordern, wenn diese vertraglich oder aufgrund betrieblicher Übung geschuldet sind.","basic","2025-08-22T07:12:03.355Z","","0"
"672","1","13","definition","Was sind die Rechte des Arbeitnehmers im Rahmen des Allgemeinen Gleichbehandlungsgesetzes (AGG)?","[{""id"":""a"",""text"":""Anspruch auf gleiche Bezahlung für gleiche Arbeit."",""correct"":true},{""id"":""c"",""text"":""Recht auf unbegrenzten Urlaub."",""correct"":false},{""id"":""d"",""text"":""Recht auf Rewards und Boni."",""correct"":false},{""id"":""b"",""text"":""Recht auf dauerhafte Anstellung."",""correct"":false}]","","Im Rahmen des AGG haben Arbeitnehmer Anspruch auf gleichwertige Bezahlung bei gleicher Arbeit sowie auf den Schutz vor Diskriminierung.","basic","2025-08-22T07:12:03.355Z","","0"
"673","1","14","definition","Was bedeutet BWA?","[{""id"":""d"",""text"":""Betriebskostenanalyse"",""correct"":false},{""id"":""b"",""text"":""Betriebswirtschaftliche Auswertung"",""correct"":true},{""id"":""c"",""text"":""Betriebswirtschaftsaufsicht"",""correct"":false},{""id"":""a"",""text"":""Bilanzwirtschaftliche Auswertung"",""correct"":false}]","","BWA steht für Betriebswirtschaftliche Auswertung und bietet einen Überblick über Umsatz, Kosten und wesentliche Finanzkennzahlen.","basic","2025-08-22T07:32:50.466Z","2025-08-22T07:36:56.201Z","1"
"674","1","14","definition","Was ist der Zweck einer BWA?","[{""id"":""b"",""text"":""Überblick über wirtschaftliche Lage geben"",""correct"":true},{""id"":""d"",""text"":""Steuererklärung vorbereiten"",""correct"":false},{""id"":""c"",""text"":""Kundenbewertungen analysieren"",""correct"":false},{""id"":""a"",""text"":""Jahresabschluss erstellen"",""correct"":false}]","","Der Zweck einer BWA ist es, einen schnellen Überblick über die wirtschaftliche Lage eines Unternehmens zu geben.","basic","2025-08-22T07:32:50.467Z","2025-08-22T07:33:30.712Z","1"
"675","1","14","case","Ein Unternehmen hat folgende BWA-Daten: Umsatzerlöse 500.000 €, Wareneinsatz 200.000 €. Was ist die Wareneinsatzquote?","[{""id"":""b"",""text"":""50%"",""correct"":false},{""id"":""d"",""text"":""60%"",""correct"":false},{""id"":""c"",""text"":""30%"",""correct"":false},{""id"":""a"",""text"":""40%"",""correct"":true}]","","Die Wareneinsatzquote wird berechnet als (Wareneinsatz / Umsatz) × 100 = (200.000 / 500.000) × 100 = 40%.","basic","2025-08-22T07:32:50.467Z","2025-08-22T07:34:53.416Z","1"
"676","1","14","assignment","Zu welchem Thema gehört folgender Begriff: EBIT?","[{""id"":""b"",""text"":""Kostenauswertung"",""correct"":false},{""id"":""a"",""text"":""Erträge"",""correct"":false},{""id"":""c"",""text"":""Betriebsergebnis"",""correct"":true},{""id"":""d"",""text"":""Umsatz"",""correct"":false}]","","EBIT steht für Ergebnis vor Zinsen und Steuern und bezieht sich auf das Betriebsergebnis eines Unternehmens.","basic","2025-08-22T07:32:50.468Z","2025-08-22T07:36:50.084Z","1"
"677","1","14","case","Ein Unternehmen hat im August 2022 einen Rohertrag von 400.000 € und Gesamtkosten von 200.000 €. Welches ist das EBIT?","[{""id"":""b"",""text"":""400.000 €"",""correct"":false},{""id"":""a"",""text"":""200.000 €"",""correct"":true},{""id"":""d"",""text"":""300.000 €"",""correct"":false},{""id"":""c"",""text"":""600.000 €"",""correct"":false}]","","Das EBIT wird ermittelt als Rohertrag minus Gesamtkosten: 400.000 € - 200.000 € = 200.000 €.","basic","2025-08-22T07:32:50.468Z","2025-08-22T07:33:09.528Z","1"
"678","1","14","definition","Was sind außerordentliche Erträge?","[{""id"":""d"",""text"":""Kreditaufnahmen"",""correct"":false},{""id"":""a"",""text"":""Regelmäßige Einnahmen"",""correct"":false},{""id"":""c"",""text"":""Löhne und Gehälter"",""correct"":false},{""id"":""b"",""text"":""Zufällige oder unregelmäßige Einnahmen"",""correct"":true}]","","Außerordentliche Erträge sind Einnahmen, die nicht aus der regulären Geschäftstätigkeit resultieren, sondern zufällig oder unregelmäßig anfallen.","basic","2025-08-22T07:32:50.468Z","2025-08-22T07:37:13.974Z","1"
"679","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Click-Through-Rate?","[{""id"":""a"",""text"":""E-Mail-Marketing"",""correct"":false},{""id"":""b"",""text"":""Performance-Marketing"",""correct"":true},{""id"":""d"",""text"":""Social-Media-Analyse"",""correct"":false},{""id"":""c"",""text"":""Marktforschung"",""correct"":false}]","","Click-Through-Rate (CTR) ist eine Kennzahl im Performance-Marketing, die das Verhältnis von Klicks zu Impressionen misst.","basic","2025-08-22T07:32:50.469Z","2025-08-22T07:33:02.626Z","1"
"680","1","14","case","Ein E-Commerce-Unternehmen hat 1.000 Impressionen und 50 Klicks. Wie hoch ist die Click-Through-Rate?","[{""id"":""a"",""text"":""5%"",""correct"":true},{""id"":""b"",""text"":""0,5%"",""correct"":false},{""id"":""c"",""text"":""10%"",""correct"":false},{""id"":""d"",""text"":""15%"",""correct"":false}]","","Die Click-Through-Rate wird berechnet als (Klicks / Impressionen) × 100 = (50 / 1.000) × 100 = 5%.","basic","2025-08-22T07:32:50.469Z","2025-08-22T07:35:54.188Z","1"
"681","1","14","definition","Was versteht man unter Cost per Lead (CPL)?","[{""id"":""b"",""text"":""Kosten je Klick"",""correct"":false},{""id"":""d"",""text"":""Preis pro verkauftem Produkt"",""correct"":false},{""id"":""c"",""text"":""Gesamtkosten für Marketing"",""correct"":false},{""id"":""a"",""text"":""Kosten je generiertem Lead"",""correct"":true}]","","Cost per Lead (CPL) bezeichnet die Kosten, die für die Generierung eines Leads anfallen.","basic","2025-08-22T07:32:50.469Z","2025-08-22T07:34:15.815Z","1"
"682","1","14","case","Ein Unternehmen gibt 1.000 € für Marketing aus und generiert 20 Leads. Wie hoch ist der Cost per Lead?","[{""id"":""c"",""text"":""25 €"",""correct"":false},{""id"":""d"",""text"":""75 €"",""correct"":false},{""id"":""a"",""text"":""50 €"",""correct"":true},{""id"":""b"",""text"":""100 €"",""correct"":false}]","","Der Cost per Lead wird berechnet als (Marketingkosten / generierte Leads) = 1.000 € / 20 Leads = 50 €.","basic","2025-08-22T07:32:50.469Z","2025-08-22T07:35:35.033Z","1"
"683","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Umsatzkennzahlen?","[{""id"":""a"",""text"":""Finanzierung"",""correct"":false},{""id"":""c"",""text"":""Belieferung"",""correct"":false},{""id"":""b"",""text"":""Controlling"",""correct"":true},{""id"":""d"",""text"":""Produktentwicklung"",""correct"":false}]","","Umsatzkennzahlen gehören zum Controlling und sind wichtig für die Unternehmensbewertung und -steuerung.","basic","2025-08-22T07:32:50.470Z","2025-08-22T07:36:06.737Z","1"
"684","1","14","case","Ein Online-Shop hat einen Bruttobestellwert von 10.000 €, Stornoumsatz von 500 € und Retourenumsatz von 1.000 €. Wie hoch ist der Nettoumsatz?","[{""id"":""a"",""text"":""8.500 €"",""correct"":true},{""id"":""b"",""text"":""9.500 €"",""correct"":false},{""id"":""c"",""text"":""10.000 €"",""correct"":false},{""id"":""d"",""text"":""9.000 €"",""correct"":false}]","","Der Nettoumsatz wird berechnet als: Bruttobestellwert - Stornoumsatz - Retourenumsatz = 10.000 € - 500 € - 1.000 € = 8.500 €.","basic","2025-08-22T07:32:50.470Z","2025-08-22T07:35:10.410Z","1"
"685","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Rohertrag?","[{""id"":""d"",""text"":""Fixkosten"",""correct"":false},{""id"":""a"",""text"":""Umsatz"",""correct"":false},{""id"":""c"",""text"":""Personalkosten"",""correct"":false},{""id"":""b"",""text"":""Ertragslage"",""correct"":true}]","","Der Rohertrag ist eine zentrale Kennzahl, die in der Ertragslage eines Unternehmens betrachtet wird und sich aus dem Umsatz abzüglich der variablen Kosten berechnet.","basic","2025-08-22T07:32:50.470Z","2025-08-22T08:31:59.394Z","3"
"686","1","14","case","Ein Unternehmen hat folgende BWA-Daten: Umsätze 1.000.000 €, Materialkosten 300.000 €, Personalkosten 200.000 €. Was ist das EBIT?","[{""id"":""a"",""text"":""500.000 €"",""correct"":true},{""id"":""d"",""text"":""200.000 €"",""correct"":false},{""id"":""c"",""text"":""1.000.000 €"",""correct"":false},{""id"":""b"",""text"":""700.000 €"",""correct"":false}]","","EBIT wird berechnet als: Umsätze - Materialkosten - Personalkosten = 1.000.000 € - 300.000 € - 200.000 € = 500.000 €.","basic","2025-08-22T07:32:50.470Z","2025-08-22T07:35:29.136Z","1"
"687","1","14","definition","Was versteht man unter einer kurzfristigen Erfolgsrechnung (KER)?","[{""id"":""d"",""text"":""Jährliche Umsatzanalyse"",""correct"":false},{""id"":""b"",""text"":""Monatliche Berichterstattung über Erträge und Aufwendungen"",""correct"":true},{""id"":""c"",""text"":""Ergebnisrechnung über mehrere Jahre"",""correct"":false},{""id"":""a"",""text"":""Langfristige Finanzplanung"",""correct"":false}]","","Die kurzfristige Erfolgsrechnung (KER) ist eine monatliche Berichterstattung, die über Erträge und Aufwendungen informiert.","basic","2025-08-22T07:32:50.471Z","2025-08-22T07:33:21.873Z","1"
"688","1","14","case","Ein Unternehmen hat im Jahr 2023 insgesamt 1.800.000 € Umsatz und 500.000 € Gesamtkosten. Was ist die EBIT-Marge?","[{""id"":""d"",""text"":""35%"",""correct"":false},{""id"":""a"",""text"":""27,8%"",""correct"":true},{""id"":""b"",""text"":""20%"",""correct"":false},{""id"":""c"",""text"":""30%"",""correct"":false}]","","Die EBIT-Marge wird berechnet als (EBIT / Umsatz) × 100 = ((1.800.000 € - 500.000 €) / 1.800.000 €) × 100 = 27,8%.","basic","2025-08-22T07:32:50.471Z","2025-08-22T07:34:32.914Z","1"
"689","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Delivery Rate?","[{""id"":""d"",""text"":""Content-Marketing"",""correct"":false},{""id"":""c"",""text"":""Social-Media-Marketing"",""correct"":false},{""id"":""a"",""text"":""E-Mail-Marketing"",""correct"":true},{""id"":""b"",""text"":""SEO"",""correct"":false}]","","Die Delivery Rate ist eine wichtige Kennzahl im E-Mail-Marketing, die angibt, wie viele E-Mails erfolgreich an die Empfänger zugestellt wurden.","basic","2025-08-22T07:32:50.472Z","2025-08-22T08:35:07.119Z","3"
"690","1","14","case","Ein Unternehmen sendet 1.000 E-Mails und 40 E-Mails werden nicht zugestellt. Wie hoch ist die Delivery Rate?","[{""id"":""c"",""text"":""85%"",""correct"":false},{""id"":""a"",""text"":""96%"",""correct"":true},{""id"":""d"",""text"":""92%"",""correct"":false},{""id"":""b"",""text"":""90%"",""correct"":false}]","","Die Delivery Rate wird berechnet als: (1.000 - 40) / 1.000 × 100 = 96%.","basic","2025-08-22T07:32:50.472Z","","0"
"691","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Preisreduzierung?","[{""id"":""d"",""text"":""Finanzmanagement"",""correct"":false},{""id"":""a"",""text"":""Sales-Strategie"",""correct"":true},{""id"":""c"",""text"":""Lieferantenmanagement"",""correct"":false},{""id"":""b"",""text"":""Produktentwicklung"",""correct"":false}]","","Die Preisreduzierung ist ein wichtiger Aspekt in der Sales-Strategie eines Unternehmens, um konkurrieren zu können.","basic","2025-08-22T07:32:50.472Z","","0"
"692","1","14","case","Ein Produkt kostet 100 € und erhält einen Rabatt von 20%. Wie hoch ist der neue Preis?","[{""id"":""b"",""text"":""70 €"",""correct"":false},{""id"":""d"",""text"":""60 €"",""correct"":false},{""id"":""c"",""text"":""90 €"",""correct"":false},{""id"":""a"",""text"":""80 €"",""correct"":true}]","","Der neue Preis wird berechnet als: 100 € - (20% von 100 €) = 100 € - 20 € = 80 €.","basic","2025-08-22T07:32:50.472Z","","0"
"693","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Kostenrechnung?","[{""id"":""c"",""text"":""Qualitätsmanagement"",""correct"":false},{""id"":""a"",""text"":""Controlling"",""correct"":true},{""id"":""b"",""text"":""Produktentwicklung"",""correct"":false},{""id"":""d"",""text"":""Kundenbetreuung"",""correct"":false}]","","Die Kostenrechnung ist ein zentrales Element im Controlling eines Unternehmens zur Überwachung der Kostensituation.","basic","2025-08-22T07:32:50.473Z","","0"
"694","1","14","case","Ein Online-Shop hat 500.000 € Gewinn und 200.000 € Kosten. Was ist das Gesamtergebnis?","[{""id"":""d"",""text"":""100.000 €"",""correct"":false},{""id"":""a"",""text"":""300.000 €"",""correct"":true},{""id"":""b"",""text"":""400.000 €"",""correct"":false},{""id"":""c"",""text"":""200.000 €"",""correct"":false}]","","Das Gesamtergebnis ist der Gewinn minus die Kosten: 500.000 € - 200.000 € = 300.000 €.","basic","2025-08-22T07:32:50.473Z","","0"
"695","1","14","definition","Was versteht man unter einer Return Rate?","[{""id"":""b"",""text"":""Anzahl der Neuanmeldungen"",""correct"":false},{""id"":""c"",""text"":""Zufriedenheit der Kunden mit dem Produkt"",""correct"":false},{""id"":""d"",""text"":""Anzahl der neuen Produkte im Sortiment"",""correct"":false},{""id"":""a"",""text"":""Anzahl der Retouren im Verhältnis zu den Verkäufen"",""correct"":true}]","","Die Return Rate beschreibt das Verhältnis der retournierten Produkte zu den insgesamt verkauften Produkten.","basic","2025-08-22T07:32:50.473Z","","0"
"696","1","14","case","Ein Online-Shop verkauft 1.000 Produkte und 50 davon werden retourniert. Wie hoch ist die Return Rate?","[{""id"":""d"",""text"":""3%"",""correct"":false},{""id"":""a"",""text"":""5%"",""correct"":true},{""id"":""c"",""text"":""15%"",""correct"":false},{""id"":""b"",""text"":""10%"",""correct"":false}]","","Die Return Rate wird berechnet als: (Retouren / Verkäufe) × 100 = (50 / 1.000) × 100 = 5%.","basic","2025-08-22T07:32:50.473Z","","0"
"697","1","14","assignment","Zu welchem Thema gehört folgender Begriff: Branchendurchschnitt?","[{""id"":""a"",""text"":""Benchmarking"",""correct"":true},{""id"":""d"",""text"":""Kundenzufriedenheit"",""correct"":false},{""id"":""b"",""text"":""Marktforschung"",""correct"":false},{""id"":""c"",""text"":""Produktentwicklung"",""correct"":false}]","","Der Branchendurchschnitt wird oft im Benchmarking verwendet, um die Leistung eines Unternehmens im Vergleich zu anderen in der Branche zu bewerten.","basic","2025-08-22T07:32:50.474Z","","0"
"698","2","15","definition","Was versteht man unter einem Internen Kontrollsystem (IKS)?","[{""id"":""d"",""text"":""Eine Methode zur Steigerung der Mitarbeitermotivation"",""correct"":false},{""id"":""c"",""text"":""Ein Softwareprogramm zur Verbesserung der IT-Sicherheit"",""correct"":false},{""id"":""a"",""text"":""Ein Tool zur Gewinnmaximierung"",""correct"":false},{""id"":""b"",""text"":""Ein Teilsystem der Unternehmensüberwachung"",""correct"":true}]","","Das IKS ist ein Teilsystem der Unternehmensüberwachung, das darauf abzielt, Risiken zu minimieren und die Unternehmensaktivitäten zu steuern.","basic","2025-08-22T08:01:55.298Z","2025-08-22T08:10:26.725Z","1"
"699","2","15","definition","Welches Ziel verfolgt ein Internes Kontrollsystem (IKS)?","[{""id"":""c"",""text"":""Erhöhung der Marketingausgaben"",""correct"":false},{""id"":""b"",""text"":""Schutz des Unternehmensvermögens vor Verlusten"",""correct"":true},{""id"":""a"",""text"":""Maximierung des Gewinns"",""correct"":false},{""id"":""d"",""text"":""Reduzierung der Mitarbeiterzahl"",""correct"":false}]","","Das Ziel eines IKS ist es, das Unternehmensvermögen vor Verlusten und Schäden zu schützen.","basic","2025-08-22T08:01:55.298Z","2025-08-22T08:06:30.815Z","1"
"700","2","15","assignment","Zu welchem Thema gehört folgender Begriff: COSO-Modell?","[{""id"":""d"",""text"":""Produktentwicklung"",""correct"":false},{""id"":""a"",""text"":""Risikomanagement"",""correct"":true},{""id"":""c"",""text"":""Compliance"",""correct"":true},{""id"":""b"",""text"":""Finanzbuchhaltung"",""correct"":false}]","","Das COSO-Modell ist relevant für Risikomanagement und Compliance und zielt auf die Verbesserung der Finanzberichterstattung.","basic","2025-08-22T08:01:55.298Z","2025-08-22T08:40:23.722Z","3"
"701","2","15","definition","Was beschreibt die Risikokontrollmatrix (RKM)?","[{""id"":""b"",""text"":""Überblick über prozessorientierte Risiken und Kontrollen"",""correct"":true},{""id"":""a"",""text"":""Eine technische Lösung zur IT-Sicherheit"",""correct"":false},{""id"":""c"",""text"":""Ein Bericht über die Unternehmensgeschäfte"",""correct"":false},{""id"":""d"",""text"":""Eine Aufzeichnung aller finanziellen Transaktionen"",""correct"":false}]","","Die Risikokontrollmatrix stellt eine Übersicht prozessorientierter Risiken und Kontrollen dar und dient der Analyse sowie Beurteilung.","basic","2025-08-22T08:01:55.299Z","2025-08-22T08:10:15.983Z","1"
